address,name,size,status,module,notes
0x08001E30,LoadMenuGraphics,116,matching,ui,Loads menu graphics and uploads two palette ranges; exact in menu-graphics block size measured including the tail pool (byte-matching evidence)
0x08001EA4,ClearMenuVram,64,matching,ui,Fills the menu VRAM range through DMA3; exact in menu-graphics block size measured including the tail pool (byte-matching evidence)
0x08001EE4,EnableMenuDisplay,16,matching,ui,Writes display control value 0x0101; exact in menu-graphics block size measured including the tail pool (byte-matching evidence)
0x08001EF4,EnableMenuDisplayAlt,16,matching,ui,Duplicate display-control wrapper; exact in menu-graphics block size measured including the tail pool (byte-matching evidence)
0x08001F04,FUN_08001f04,656,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08002194,FUN_08002194,602,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080023F0,DrawPauseTexts,196,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x080024B4,FUN_080024b4,332,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08002600,FUN_08002600,3668,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review; boundary corrected against the ROM (audit_boundaries.py)
0x08003454,ShowNextCutsceneFrame,152,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x080034EC,ResetBgScrollAndAffine,112,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800355C,FUN_0800355c,872,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x080038C4,FUN_080038c4,192,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08003984,FUN_08003984,656,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08003C14,FUN_08003c14,160,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08003CB4,FUN_08003cb4,828,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08003FF0,FUN_08003ff0,272,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08004100,FUN_08004100,104,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08004168,FUN_08004168,172,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08004214,FUN_08004214,108,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08004280,FUN_08004280,652,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800450C,FUN_0800450c,462,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080046DC,FUN_080046dc,1130,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08004B48,FUN_08004b48,360,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08004CB0,FUN_08004cb0,348,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08004E0C,FUN_08004e0c,360,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08004F74,FUN_08004f74,3580,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review; boundary corrected against the ROM (audit_boundaries.py)
0x08005D70,FUN_08005d70,284,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08005E8C,FUN_08005e8c,208,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08005F5C,FUN_08005f5c,24,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08005F74,FUN_08005f74,52,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08005FA8,FUN_08005fa8,28,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08005FC4,FUN_08005fc4,10,matching,world,byte-matching from C (small function harvest)
0x08005FE0,FUN_08005fe0,72,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08006028,FUN_08006028,84,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800607C,FUN_0800607c,18,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08006090,FUN_08006090,18,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x080060A4,FUN_080060a4,128,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08006124,FUN_08006124,92,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08006190,FUN_08006190,128,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08006210,FUN_08006210,102,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08006278,FUN_08006278,34,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800629C,FUN_0800629c,28,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x080062B8,FUN_080062b8,76,discovered,unknown,"missed by Ghidra; tools/discover_functions.py call target (certain), body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x080063E4,FUN_080063e4,192,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x080064F4,FUN_080064f4,84,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08006548,FUN_08006548,128,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x080065C8,FUN_080065c8,224,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x080066A8,FUN_080066a8,664,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review
0x08006940,FUN_08006940,1024,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08006D40,FUN_08006d40,126,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08006DC0,FUN_08006dc0,944,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08007170,FUN_08007170,820,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x080074A4,FUN_080074a4,360,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800760C,FUN_0800760c,206,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080076DC,FUN_080076dc,172,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08007788,FUN_08007788,820,discovered,unknown,"missed by Ghidra; tools/discover_functions.py function pointer, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08007ABC,FUN_08007abc,776,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08007DC4,FUN_08007dc4,300,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08007EF0,FUN_08007ef0,92,discovered,unknown,"missed by Ghidra; tools/discover_functions.py function pointer, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08007F60,FUN_08007f60,88,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08007FB8,FUN_08007fb8,34,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08007FDC,FUN_08007fdc,136,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08008064,PushHistory,48,matching,world,shifts the 31-entry history queue; src/world/history_push.c size measured including the tail pool (byte-matching evidence)
0x08008094,SetIndexReturnOne,14,matching,world,History queue; src/world/history_push.c
0x080080A4,FUN_080080a4,100,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08008108,ZeroHistory,20,matching,core,byte-matching from a C source (MATCH-014 batch group 4)
0x0800811C,FUN_0800811c,116,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08008190,IsWhitespace,30,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x080081D4,FUN_080081d4,124,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008250,FUN_08008250,114,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x080082C4,FUN_080082c4,64,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008304,FUN_08008304,72,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800834C,FUN_0800834c,108,discovered,unknown,"missed by Ghidra; tools/discover_functions.py function pointer, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x080083E4,FUN_080083e4,172,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08008490,FUN_08008490,252,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800858C,FUN_0800858c,412,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x08008728,FUN_08008728,204,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080087F4,FUN_080087f4,120,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800886C,FUN_0800886c,64,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x080088EC,FUN_080088ec,72,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08008934,FUN_08008934,124,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x080089B0,FUN_080089b0,120,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008A28,FUN_08008a28,350,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008B88,FUN_08008b88,104,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008BF4,FUN_08008bf4,64,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008C34,FUN_08008c34,40,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x08008C5C,FUN_08008c5c,108,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x08008CC8,FUN_08008cc8,72,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08008D10,FUN_08008d10,112,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08008D80,FUN_08008d80,100,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08008DE4,FUN_08008de4,132,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x08008E68,FUN_08008e68,172,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008F14,FUN_08008f14,96,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x08008F74,FUN_08008f74,776,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800932C,FUN_0800932c,2252,discovered,unknown,"missed by Ghidra; tools/discover_functions.py function pointer, body not yet reviewed; size 2246->2230 (shortened to the real call target); boundary verified by the 2026-09-04 ROM flow review; boundary corrected against the ROM (audit_boundaries.py)"
0x08009BF8,FUN_08009bf8,2188,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary verified by the 2026-09-04 ROM flow review; boundary corrected against the ROM (audit_boundaries.py)
0x0800A484,FUN_0800a484,92,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800A4E0,FUN_0800a4e0,962,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800A8A8,BindActorToCoordSlot,136,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800A930,ReadTriple,28,matching,core,byte-matching from a C source (MATCH-014)
0x0800A94C,SetCoordUnk48,12,matching,misc,Coordinate accessor; src/misc/coord_accessors.c size measured including the tail pool (byte-matching evidence)
0x0800A958,GetCoordPair,16,matching,misc,Coordinate accessor; src/misc/coord_accessors.c size measured including the tail pool (byte-matching evidence)
0x0800A968,SetCoordPair,12,matching,misc,Coordinate accessor; src/misc/coord_accessors.c size measured including the tail pool (byte-matching evidence)
0x0800A974,ClearCoordFlag,12,matching,misc,Coordinate accessor; src/misc/coord_accessors.c size measured including the tail pool (byte-matching evidence)
0x0800A980,ClipBounds,100,matching,core,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800A9E4,UpdateFocusPoint,88,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800AAD0,GetCoordSecond,12,matching,misc,Coordinate access; src/misc/coord_more.c size measured including the tail pool (byte-matching evidence)
0x0800AADC,SetCoordFlag,12,matching,misc,Coordinate access; src/misc/coord_more.c size measured including the tail pool (byte-matching evidence)
0x0800AAF4,ResetTrackHeading,60,matching,world,verified from a byte-matching C source; ResetTrackHeading; track start angle
0x0800AB30,ClearCoordByte71,16,matching,core,byte-matching from a C source (MATCH-014 batch group 4)
0x0800AB40,FUN_0800ab40,12,discovered,unknown,"missed by Ghidra; tools/discover_functions.py call target (certain), body not yet reviewed; boundary corrected against the ROM (audit_boundaries.py)"
0x0800AB4C,FUN_0800ab4c,20,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800AB60,FUN_0800ab60,12,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800AB6C,FUN_0800ab6c,12,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800AB88,BuildVolumePlanes,960,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800AF48,FUN_0800af48,174,decompiled,world,Converts four plane distances into a bit mask; 166/174 bytes parked; src/world/plane_classify.c
0x0800AFF8,FUN_0800aff8,172,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0800B0A4,FUN_0800b0a4,46,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0800B0D4,FUN_0800b0d4,108,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800B140,DotProduct,44,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800B16C,FUN_0800b16c,280,matching,world,"Point-in-quad test; 0 when outside, otherwise (nearest edge<<8)|1; src/world/band_0800b16c.c"
0x0800B284,FUN_0800b284,758,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800B57C,FUN_0800b57c,54,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800B5B4,FUN_0800b5b4,134,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0800B63C,FUN_0800b63c,532,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800B850,FUN_0800b850,336,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800B9A0,FUN_0800b9a0,1040,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800BDB0,BoxesOverlap,72,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800BDF8,IsPointInPolygon,198,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800BEC0,FUN_0800bec0,88,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0800BF18,FindQuadEdgeCrossing,522,matching,unknown,verified from a byte-matching C source; boundary and ARM/Thumb mode PROVEN against the ROM
0x0800C124,FUN_0800c124,16,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800C134,FUN_0800c134,74,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional
0x0800C180,FUN_0800c180,320,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800C4BC,FUN_0800c4bc,402,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800C650,FUN_0800c650,64,discovered,unknown,"missed by Ghidra; found with tools/discover_functions.py, body not yet reviewed"
0x0800C690,FUN_0800c690,112,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800C700,FUN_0800c700,260,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800C804,FUN_0800c804,288,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800C924,FUN_0800c924,86,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800C97C,FUN_0800c97c,164,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py); boundary corrected against the ROM (audit_boundaries.py)
0x0800CA20,FUN_0800ca20,88,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
0x0800CA78,GetShiftedEntryValue,32,matching,core,32-byte body and literal pool reproduce ROM bytes 0xCA78-0xCA97 exactly; sentinel in a local so its pool load lands first (rule 70)
0x0800CA98,FUN_0800ca98,70,candidate,unknown,Ghidra auto-analysis; boundary and ARM/Thumb mode are provisional; boundary corrected against the ROM (audit_boundaries.py)
